shipment_id,contract_ref,sales_order,material_code,product,quantity_mt,load_port,discharge_port,discharge_port_country,mode_of_transport,vessel,shipment_month,bl_date,bl_quantity_mt,lc_number,lc_issue_date,bl_available,lc_available,qty_variance_mt,qty_variance_pct,lc_bl_lag_days,lc_backdated_vs_bl
SHP-700349,CTR-2025349,SO-500349,MAT-1003,RBD Palm Stearin,2952.7,Kuantan,"West Port, Malaysia",Malaysia,Sea,MT Perak Navigator,2025-02,2025-02-11,2976.7,,,True,False,24.0,0.81,,False
SHP-700350,CTR-2025350,SO-500350,MAT-1004,RBD Palm Oil,6483.6,Kuantan,Colombo,Sri Lanka,Sea,MT Labuan Wave,2025-03,2025-04-05,6328.1,,,True,False,-155.5,-2.4,,False
SHP-700351,CTR-2025351,SO-500351,MAT-1008,Palm Kernel Expeller (PKE),4583.7,Port Klang,Shanghai,China,Sea,MT Melaka Horizon,2025-04,2025-05-12,4537.0,LC-90351,2025-05-01,True,True,-46.7,-1.02,-11.0,False
SHP-700352,CTR-2025352,SO-500352,MAT-1002,RBD Palm Olein,5716.0,Lahad Datu,Chittagong,Bangladesh,Sea,MT Pahang Voyager,2025-02,2025-02-14,5612.4,,,True,False,-103.6,-1.81,,False
SHP-700353,CTR-2025353,SO-500353,MAT-1004,RBD Palm Oil,3299.4,Pasir Gudang,Lagos,Nigeria,Sea,MT Sabahan Pride,2025-04,,,,,False,False,,,,False
SHP-700354,CTR-2025354,SO-500354,MAT-1006,Palm Fatty Acid Distillate (PFAD),5025.9,Bintulu,"West Port, Malaysia",Malaysia,Land,,2025-01,2025-01-20,4991.6,,,True,False,-34.3,-0.68,,False
SHP-700355,CTR-2025355,SO-500355,MAT-1007,Palm Methyl Ester Biodiesel (B100),3348.4,Lahad Datu,Karachi,Pakistan,Sea,MT Melaka Horizon,2025-06,2025-06-21,3328.2,,,True,False,-20.2,-0.6,,False
SHP-700356,CTR-2025356,SO-500356,MAT-1002,RBD Palm Olein,692.3,Port Klang,Guangzhou,China,Sea,MT Selangor Star,2026-01,2026-01-28,691.6,LC-90356,2026-01-18,True,True,-0.7,-0.1,-10.0,False
SHP-700357,CTR-2025357,SO-500357,MAT-1008,Palm Kernel Expeller (PKE),4502.0,Westport,Istanbul,Turkey,Sea,MT Melaka Horizon,2026-04,2026-04-24,4549.9,,,True,False,47.9,1.06,,False
SHP-700358,CTR-2025358,SO-500358,MAT-1004,RBD Palm Oil,5885.9,Pasir Gudang,Guangzhou,China,Sea,MT Selangor Star,2026-03,,,LC-90358,2026-03-29,False,True,,,,False
SHP-700359,CTR-2025359,SO-500359,MAT-1006,Palm Fatty Acid Distillate (PFAD),1968.3,Lahad Datu,Jeddah,Saudi Arabia,Sea,MT Sarawak Trader,2025-11,2025-12-10,1997.6,,,True,False,29.3,1.49,,False
SHP-700360,CTR-2025360,SO-500360,MAT-1006,Palm Fatty Acid Distillate (PFAD),2326.1,Pasir Gudang,Kandla,India,Sea,MT Sarawak Trader,2025-08,,,,,False,False,,,,False
SHP-700361,CTR-2025361,SO-500361,MAT-1001,Crude Palm Oil (CPO),7508.3,Port Klang,Rotterdam,Netherlands,Sea,MT Selangor Star,2025-05,,,,,False,False,,,,False
SHP-700362,CTR-2025362,SO-500362,MAT-1001,Crude Palm Oil (CPO),4144.0,Pasir Gudang,Los Angeles,USA,Sea,MT Perak Navigator,2025-06,2025-07-12,4083.4,,,True,False,-60.6,-1.46,,False
SHP-700363,CTR-2025363,SO-500363,MAT-1007,Palm Methyl Ester Biodiesel (B100),6522.7,Bintulu,Istanbul,Turkey,Sea,MT Melaka Horizon,2025-09,2025-09-28,6560.6,LC-90363,2025-08-24,True,True,37.9,0.58,-35.0,False
SHP-700364,CTR-2025364,SO-500364,MAT-1001,Crude Palm Oil (CPO),2544.7,Westport,Karachi,Pakistan,Sea,MT Pahang Voyager,2025-03,2025-03-24,2491.4,,,True,False,-53.3,-2.09,,False
SHP-700365,CTR-2025365,SO-500365,MAT-1002,RBD Palm Olein,5608.4,Bintulu,Rotterdam,Netherlands,Sea,MT Melaka Horizon,2025-07,2025-08-02,5470.1,LC-90365,2025-07-06,True,True,-138.3,-2.47,-27.0,False
SHP-700366,CTR-2025366,SO-500366,MAT-1005,Palm Kernel Oil (PKO),4754.8,Kuantan,Shanghai,China,Sea,MT Perak Navigator,2025-07,2025-07-02,4803.8,LC-90366,2025-05-29,True,True,49.0,1.03,-34.0,False
SHP-700367,CTR-2025367,SO-500367,MAT-1008,Palm Kernel Expeller (PKE),4626.7,Lahad Datu,Chittagong,Bangladesh,Sea,MT Pahang Voyager,2025-12,2025-12-01,4627.1,LC-90367,2025-11-05,True,True,0.4,0.01,-26.0,False
SHP-700368,CTR-2025368,SO-500368,MAT-1007,Palm Methyl Ester Biodiesel (B100),6643.9,Kuantan,Istanbul,Turkey,Sea,MT Pahang Voyager,2025-07,2025-07-19,6515.0,,,True,False,-128.9,-1.94,,False
SHP-700369,CTR-2025369,SO-500369,MAT-1004,RBD Palm Oil,5082.4,Lahad Datu,Chittagong,Bangladesh,Sea,MT Sabahan Pride,2025-11,2025-12-04,5158.6,,,True,False,76.2,1.5,,False
SHP-700370,CTR-2025370,SO-500370,MAT-1001,Crude Palm Oil (CPO),3150.7,Pasir Gudang,Singapore,Singapore,Sea,MT Sarawak Trader,2025-10,2025-10-26,3185.8,LC-90370,2025-09-23,True,True,35.1,1.11,-33.0,False
SHP-700371,CTR-2025371,SO-500371,MAT-1006,Palm Fatty Acid Distillate (PFAD),3678.0,Lahad Datu,Los Angeles,USA,Sea,MT Sarawak Trader,2026-06,,,LC-90371,2026-06-29,False,True,,,,False
SHP-700372,CTR-2025372,SO-500372,MAT-1003,RBD Palm Stearin,5178.9,Lahad Datu,Istanbul,Turkey,Sea,MT Pahang Voyager,2025-05,2025-05-21,5214.3,LC-90372,2025-05-08,True,True,35.4,0.68,-13.0,False
SHP-700373,CTR-2025373,SO-500373,MAT-1002,RBD Palm Olein,6971.0,Westport,Colombo,Sri Lanka,Sea,MT Kinabalu Spirit,2026-04,,,LC-90373,2026-03-29,False,True,,,,False
SHP-700374,CTR-2025374,SO-500374,MAT-1002,RBD Palm Olein,677.3,Westport,"West Port, Malaysia",Malaysia,Land,,2025-10,2025-10-25,664.8,LC-90374,2025-10-02,True,True,-12.5,-1.85,-23.0,False
SHP-700375,CTR-2025375,SO-500375,MAT-1002,RBD Palm Olein,3431.8,Bintulu,Chennai,India,Sea,MT Sabahan Pride,2026-02,2026-03-12,3498.3,,,True,False,66.5,1.94,,False
SHP-700376,CTR-2025376,SO-500376,MAT-1005,Palm Kernel Oil (PKO),1523.3,Pasir Gudang,Kandla,India,Sea,MT Kinabalu Spirit,2025-11,2025-12-08,1532.3,LC-90376,2025-11-23,True,True,9.0,0.59,-15.0,False
SHP-700377,CTR-2025377,SO-500377,MAT-1007,Palm Methyl Ester Biodiesel (B100),5693.3,Lahad Datu,Los Angeles,USA,Sea,MT Perak Navigator,2025-06,2025-06-04,5552.1,,,True,False,-141.2,-2.48,,False
SHP-700378,CTR-2025378,SO-500378,MAT-1002,RBD Palm Olein,5932.5,Lahad Datu,Chennai,India,Sea,MT Sabahan Pride,2025-07,2025-06-28,5778.1,,,True,False,-154.4,-2.6,,False
SHP-700379,CTR-2025379,SO-500379,MAT-1007,Palm Methyl Ester Biodiesel (B100),1142.4,Lahad Datu,Colombo,Sri Lanka,Sea,MT Pahang Voyager,2025-08,2025-09-05,1126.6,,,True,False,-15.8,-1.38,,False
SHP-700380,CTR-2025380,SO-500380,MAT-1001,Crude Palm Oil (CPO),2199.9,Lahad Datu,Los Angeles,USA,Sea,MT Sarawak Trader,2025-07,,,,,False,False,,,,False
SHP-700381,CTR-2025381,SO-500381,MAT-1008,Palm Kernel Expeller (PKE),4392.9,Westport,Shanghai,China,Sea,MT Sabahan Pride,2025-08,2025-08-18,4379.7,LC-90381,2025-07-29,True,True,-13.2,-0.3,-20.0,False
SHP-700382,CTR-2025382,SO-500382,MAT-1005,Palm Kernel Oil (PKO),7100.6,Westport,Chittagong,Bangladesh,Sea,MT Selangor Star,2026-01,2025-12-18,7002.7,,,True,False,-97.9,-1.38,,False
SHP-700383,CTR-2025383,SO-500383,MAT-1007,Palm Methyl Ester Biodiesel (B100),2997.5,Pasir Gudang,"West Port, Malaysia",Malaysia,Land,,2025-09,2025-09-27,3006.8,,,True,False,9.3,0.31,,False
SHP-700384,CTR-2025384,SO-500384,MAT-1002,RBD Palm Olein,4683.4,Lahad Datu,Colombo,Sri Lanka,Sea,MT Pahang Voyager,2026-06,2026-06-14,4557.0,,,True,False,-126.4,-2.7,,False
SHP-700385,CTR-2025385,SO-500385,MAT-1001,Crude Palm Oil (CPO),4717.2,Bintulu,Istanbul,Turkey,Sea,MT Pahang Voyager,2025-04,2025-04-05,4738.4,,,True,False,21.2,0.45,,False
SHP-700386,CTR-2025386,SO-500386,MAT-1003,RBD Palm Stearin,2007.0,Westport,Guangzhou,China,Sea,MT Sabahan Pride,2026-06,,,,,False,False,,,,False
SHP-700387,CTR-2025387,SO-500387,MAT-1004,RBD Palm Oil,3877.8,Lahad Datu,Los Angeles,USA,Sea,MT Labuan Wave,2025-01,2025-02-05,3890.4,,,True,False,12.6,0.32,,False
SHP-700388,CTR-2025388,SO-500388,MAT-1008,Palm Kernel Expeller (PKE),6465.9,Westport,Chennai,India,Sea,MT Sarawak Trader,2025-06,2025-07-07,6401.0,,,True,False,-64.9,-1.0,,False
SHP-700389,CTR-2025389,SO-500389,MAT-1006,Palm Fatty Acid Distillate (PFAD),1643.1,Kuantan,Lagos,Nigeria,Sea,MT Sabahan Pride,2025-08,2025-09-17,1663.0,LC-90389,2025-08-18,True,True,19.9,1.21,-30.0,False
SHP-700390,CTR-2025390,SO-500390,MAT-1007,Palm Methyl Ester Biodiesel (B100),4407.2,Pasir Gudang,Guangzhou,China,Sea,MT Melaka Horizon,2025-07,,,,,False,False,,,,False
SHP-700391,CTR-2025391,SO-500391,MAT-1006,Palm Fatty Acid Distillate (PFAD),6164.5,Kuantan,Los Angeles,USA,Sea,MT Labuan Wave,2026-01,2026-01-22,6220.6,,,True,False,56.1,0.91,,False
SHP-700392,CTR-2025392,SO-500392,MAT-1005,Palm Kernel Oil (PKO),5815.6,Westport,Rotterdam,Netherlands,Sea,MT Pahang Voyager,2026-06,2026-07-22,5717.6,,,True,False,-98.0,-1.69,,False
SHP-700393,CTR-2025393,SO-500393,MAT-1008,Palm Kernel Expeller (PKE),3201.0,Lahad Datu,Alexandria,Egypt,Sea,MT Pahang Voyager,2026-05,2026-05-26,3153.9,LC-90393,2026-05-12,True,True,-47.1,-1.47,-14.0,False
SHP-700394,CTR-2025394,SO-500394,MAT-1003,RBD Palm Stearin,3477.4,Port Klang,Istanbul,Turkey,Sea,MT Sarawak Trader,2025-07,2025-07-10,3532.9,LC-90394,2025-06-14,True,True,55.5,1.6,-26.0,False
SHP-700395,CTR-2025395,SO-500395,MAT-1005,Palm Kernel Oil (PKO),4227.2,Kuantan,Alexandria,Egypt,Sea,MT Pahang Voyager,2025-02,2025-03-02,4297.1,LC-90395,2025-02-01,True,True,69.9,1.65,-29.0,False
SHP-700396,CTR-2025396,SO-500396,MAT-1005,Palm Kernel Oil (PKO),1372.7,Bintulu,Jeddah,Saudi Arabia,Sea,MT Pahang Voyager,2025-07,2025-08-14,1391.1,LC-90396,2025-07-23,True,True,18.4,1.34,-22.0,False
SHP-700397,CTR-2025397,SO-500397,MAT-1004,RBD Palm Oil,6544.4,Lahad Datu,"West Port, Malaysia",Malaysia,Sea,MT Labuan Wave,2025-02,2025-02-03,6374.5,,,True,False,-169.9,-2.6,,False
SHP-700398,CTR-2025398,SO-500398,MAT-1002,RBD Palm Olein,3522.4,Westport,Colombo,Sri Lanka,Sea,MT Melaka Horizon,2025-06,2025-06-08,3588.6,LC-90398,2025-05-28,True,True,66.2,1.88,-11.0,False
SHP-700399,CTR-2025399,SO-500399,MAT-1004,RBD Palm Oil,5307.3,Kuantan,Lagos,Nigeria,Sea,MT Melaka Horizon,2026-04,2026-04-08,5376.8,,,True,False,69.5,1.31,,False
SHP-700400,CTR-2025400,SO-500400,MAT-1002,RBD Palm Olein,7420.7,Lahad Datu,Chittagong,Bangladesh,Sea,MT Kinabalu Spirit,2025-09,2025-09-11,7481.9,,,True,False,61.2,0.82,,False
SHP-700401,CTR-2025401,SO-500401,MAT-1001,Crude Palm Oil (CPO),1811.3,Westport,Colombo,Sri Lanka,Sea,MT Sabahan Pride,2025-06,2025-05-25,1790.2,LC-90401,2025-06-08,True,True,-21.1,-1.16,14.0,True
SHP-700402,CTR-2025402,SO-500402,MAT-1005,Palm Kernel Oil (PKO),1011.3,Kuantan,Istanbul,Turkey,Sea,MT Melaka Horizon,2025-10,2025-10-15,1029.7,,,True,False,18.4,1.82,,False
SHP-700403,CTR-2025403,SO-500403,MAT-1003,RBD Palm Stearin,4621.5,Lahad Datu,Istanbul,Turkey,Sea,MT Perak Navigator,2026-06,2026-06-19,4554.9,,,True,False,-66.6,-1.44,,False
SHP-700404,CTR-2025404,SO-500404,MAT-1004,RBD Palm Oil,4296.1,Bintulu,Los Angeles,USA,Sea,MT Melaka Horizon,2025-05,,,LC-90404,2025-05-24,False,True,,,,False
SHP-700405,CTR-2025405,SO-500405,MAT-1007,Palm Methyl Ester Biodiesel (B100),5306.2,Port Klang,Chennai,India,Sea,MT Sabahan Pride,2025-07,2025-07-03,5187.3,LC-90405,2025-06-15,True,True,-118.9,-2.24,-18.0,False
SHP-700406,CTR-2025406,SO-500406,MAT-1001,Crude Palm Oil (CPO),960.1,Kuantan,Guangzhou,China,Sea,MT Selangor Star,2025-04,2025-05-08,934.1,,,True,False,-26.0,-2.71,,False
SHP-700407,CTR-2025407,SO-500407,MAT-1005,Palm Kernel Oil (PKO),7961.5,Lahad Datu,Chennai,India,Sea,MT Kinabalu Spirit,2025-08,2025-09-02,8114.2,,,True,False,152.7,1.92,,False
SHP-700408,CTR-2025408,SO-500408,MAT-1002,RBD Palm Olein,2293.9,Kuantan,Los Angeles,USA,Sea,MT Pahang Voyager,2025-07,2025-07-29,2236.7,LC-90408,2025-07-19,True,True,-57.2,-2.49,-10.0,False
SHP-700409,CTR-2025409,SO-500409,MAT-1005,Palm Kernel Oil (PKO),5691.2,Lahad Datu,"West Port, Malaysia",Malaysia,Land,,2025-04,2025-04-30,5804.1,,,True,False,112.9,1.98,,False
SHP-700410,CTR-2025410,SO-500410,MAT-1005,Palm Kernel Oil (PKO),6604.8,Lahad Datu,Guangzhou,China,Sea,MT Sarawak Trader,2025-01,2025-02-10,6612.7,,,True,False,7.9,0.12,,False
SHP-700411,CTR-2025411,SO-500411,MAT-1005,Palm Kernel Oil (PKO),4452.8,Kuantan,Lagos,Nigeria,Sea,MT Labuan Wave,2025-10,2025-11-04,4516.6,,,True,False,63.8,1.43,,False
SHP-700412,CTR-2025412,SO-500412,MAT-1002,RBD Palm Olein,3873.4,Kuantan,Kandla,India,Sea,MT Melaka Horizon,2026-06,2026-06-15,3837.4,,,True,False,-36.0,-0.93,,False
SHP-700413,CTR-2025413,SO-500413,MAT-1005,Palm Kernel Oil (PKO),6706.5,Port Klang,Karachi,Pakistan,Sea,MT Selangor Star,2025-01,2025-02-24,6509.0,,,True,False,-197.5,-2.94,,False
SHP-700414,CTR-2025414,SO-500414,MAT-1005,Palm Kernel Oil (PKO),3621.2,Bintulu,Jeddah,Saudi Arabia,Sea,MT Pahang Voyager,2025-09,,,LC-90414,2025-08-25,False,True,,,,False
SHP-700415,CTR-2025415,SO-500415,MAT-1004,RBD Palm Oil,2448.6,Pasir Gudang,Chittagong,Bangladesh,Sea,MT Sabahan Pride,2025-08,2025-09-11,2401.5,LC-90415,2025-08-13,True,True,-47.1,-1.92,-29.0,False
SHP-700416,CTR-2025416,SO-500416,MAT-1008,Palm Kernel Expeller (PKE),590.9,Pasir Gudang,Chittagong,Bangladesh,Sea,MT Labuan Wave,2025-03,2025-03-11,596.9,,,True,False,6.0,1.02,,False
SHP-700417,CTR-2025417,SO-500417,MAT-1004,RBD Palm Oil,7696.8,Westport,Chittagong,Bangladesh,Sea,MT Labuan Wave,2026-03,,,,,False,False,,,,False
SHP-700418,CTR-2025418,SO-500418,MAT-1007,Palm Methyl Ester Biodiesel (B100),4609.7,Westport,Colombo,Sri Lanka,Sea,MT Labuan Wave,2026-02,2026-01-26,4583.9,LC-90418,2026-01-27,True,True,-25.8,-0.56,1.0,True
SHP-700419,CTR-2025419,SO-500419,MAT-1002,RBD Palm Olein,1625.4,Lahad Datu,Shanghai,China,Sea,MT Sarawak Trader,2026-03,2026-02-23,1615.3,,,True,False,-10.1,-0.62,,False
